10000,0.301234,0.279051,0.081320
20000,1.167245,1.160888,0.344268
30000,2.702877,2.629294,0.754612
40000,4.882741,4.687889,1.344581
50000,7.777147,7.311136,2.108386
60000,11.113484,10.513455,3.005308
70000,14.962244,14.575490,4.288317
80000,20.654400,19.547199,5.508992
90000,26.291758,24.574651,7.076191
100000,32.343029,30.236919,8.731824
